image_name	mos	 	mse	psnr	ssim	sg_essim	ffs	rsei
I01_01_1.bmp	5.51429	 	32.037534925672745	33.07421268229845	0.9202359344357803	0.9988167797909417	0.34363077064269204	0.44348394364800603
i01_01_2.bmp	5.56757	 	63.92943657769097	30.07379483937222	0.8639854272778429	0.9973802040593839	0.37913625997951833	0.3912454790409767
i01_01_3.bmp	4.94444	 	129.7986297607422	26.998102530760534	0.7804709816123682	0.9940397993096831	0.41705741925594364	0.3412725017716358
i01_01_4.bmp	4.37838	 	257.9027557373047	24.01624378190574	0.6749125513133865	0.9868842354349358	0.4544913124406883	0.29873837085678423
i01_01_5.bmp	3.86486	 	514.6492462158203	21.015690198476705	0.5474584541506798	0.9735970254422869	0.4896435311130319	0.2608004074002557
i01_02_1.bmp	6.02857	 	30.912745157877605	33.22942787251367	0.9244347434374	0.9997413233469065	0.3175828352495762	0.5597605783735262
i01_02_2.bmp	6.10811	 	61.6423831515842	30.23200940270337	0.8717468510555771	0.9994543220507989	0.35067917599955273	0.5009366488682364
i01_02_3.bmp	5.38889	 	123.78750440809462	27.204035533445776	0.7954707139086272	0.9988080312969793	0.3873215969692869	0.4419726359276336
i01_02_4.bmp	4.71429	 	244.50875006781683	24.247859553298564	0.6966031821186615	0.9973800525112256	0.42547704088222016	0.390319182957508
i01_02_5.bmp	4.36111	 	489.78414577907984	21.23075637882602	0.5757184371479114	0.9939891745099801	0.46610687560715225	0.34104288827669077
i01_03_1.bmp	4.77143	 	31.90698920355903	33.09194535488905	0.928548272152943	0.9949408612691562	0.4150135289431195	0.4451075200921596
i01_03_2.bmp	4.27027	 	64.26011657714844	30.05138851778674	0.8761461191697372	0.9886313615050984	0.4510041439089583	0.3909750666838859
i01_03_3.bmp	3.70270	 	130.14234585232205	26.98661730119553	0.7990267218414492	0.9762395227123984	0.48565503011783134	0.3432382875593734
i01_03_4.bmp	3.19444	 	258.6153683132595	24.004260314475594	0.6971658499999833	0.9559271795870877	0.5164656975148915	0.2990771890754482
i01_03_5.bmp	2.71429	 	513.9034881591797	21.021987953657643	0.5749853369096734	0.9301187611540292	0.5414509199108285	0.2592246917744869
i01_04_1.bmp	5.97143	 	32.581156412760414	33.00113866077502	0.9637967580299261	0.9997234730105582	0.2798133513705605	0.4934989603480123
i01_04_2.bmp	5.75676	 	66.23328314887152	29.92004077539304	0.9306437556611779	0.999408258343475	0.3084846530152385	0.43730844409861075
i01_04_3.bmp	5.27027	 	134.39378356933594	26.84701180126092	0.8722337036995363	0.9987351936441554	0.34112436927378004	0.38434532987038134
i01_04_4.bmp	5.24324	 	253.71074761284723	24.087414958137497	0.7893910478555825	0.9974250800616371	0.3736289425059888	0.33981434618051637
i01_04_5.bmp	4.71429	 	521.9542575412327	20.954479164248244	0.6557791041642667	0.9942070862019139	0.4138247671515443	0.2955570517706651
i01_05_1.bmp	5.91892	 	32.60574510362413	32.99786231751667	0.9181336764718121	0.9995321983123819	0.29920199468156555	0.4437090587776089
i01_05_2.bmp	5.70270	 	65.06065029568143	29.99761961030366	0.8611811762326037	0.9989994780173879	0.32969837266695495	0.3906567538606226
i01_05_3.bmp	5.08333	 	205.20157538519965	25.008996702250478	0.7119396951532928	0.9962261663390191	0.38817863386795304	0.3128798608125944
i01_05_4.bmp	4.13889	 	647.3809967041016	20.019204139441978	0.5024398466448169	0.9858480780155029	0.4518035469158011	0.24891530211058144
i01_05_5.bmp	3.13889	 	2048.390840318468	15.016675357129916	0.28103356655384215	0.957473363536875	0.5128791468931265	0.2018935686582083
i01_06_1.bmp	4.00000	 	30.144982231987846	33.33865328647694	0.9627562072020702	0.9982630192634873	0.3727399598202687	0.946027891095251
